truck_id,route_id,departure_date,estimated_arrival,delay,route_avg_temp,route_avg_wind_speed,route_avg_precip,route_avg_humidity,route_avg_visibility,route_avg_pressure,route_description,estimated_arrival_nearest_hour,departure_date_nearest_hour,origin_id,destination_id,distance,average_hours,temp_origin,wind_speed_origin,description_origin,precip_origin,humidity_origin,visibility_origin,pressure_origin,temp_destination,wind_speed_destination,description_destination,precip_destination,humidity_destination,visibility_destination,pressure_destination,avg_no_of_vehicles,accident,truck_age,load_capacity_pounds,mileage_mpg,fuel_type,driver_id,name,gender,age,experience,driving_style,ratings,vehicle_no,average_speed_mph,is_midnight,id
30723415,R-29cc7f71,2019-01-31 07:00:00,2019-02-01 16:39:00,0,41.285714285714285,6.857142857142857,0.0,71.14285714285714,3.4285714285714284,1019.0,Clear,2019-02-01 17:00:00,2019-01-31 07:00:00,C-451776b7,C-90e30162,1682.59,33.65,54.0,4.0,Cloudy,0.0,91.0,6.0,1014.0,57.0,4.0,Partly cloudy,0.0,63.0,6.0,1024.0,1822.3636363636363,0.0,8.0,4000.0,18.0,gas,8222b600-6,Victor Sandoval,male,48.0,5.0,conservative,4.0,30723415.0,49.69,1,744
33516218,R-49b1efdc,2019-01-22 07:00:00,2019-01-23 04:56:24,0,55.6,4.8,0.0,57.6,6.0,1022.0,Clear,2019-01-23 05:00:00,2019-01-22 07:00:00,C-5d86b887,C-84f378bb,1096.97,21.94,19.0,6.0,Sunny,0.0,46.0,6.0,1040.0,25.0,10.0,Partly cloudy,0.0,69.0,6.0,1021.0,1938.3809523809523,0.0,11.0,10000.0,17.0,gas,ae31b5ea-c,Mark Miles,male,53.0,19.0,conservative,9.0,33516218.0,40.02,1,745
13524164,R-4e70c06b,2019-01-10 07:00:00,2019-01-10 20:31:12,0,75.0,5.25,0.0,50.25,6.0,1018.25,Clear,2019-01-10 21:00:00,2019-01-10 07:00:00,C-19236709,C-9bbf5d8a,676.23,13.52,23.0,4.0,Partly cloudy,0.0,38.0,6.0,1032.0,68.0,2.0,Clear,0.0,71.0,6.0,1009.0,2185.714285714286,0.0,10.0,10000.0,25.0,diesel,02fb7ffd-d,Ronald Steele,male,55.0,13.0,proactive,4.0,13524164.0,61.35,0,746
28641704,R-5104f307,2019-01-31 07:00:00,2019-01-31 09:27:00,0,52.0,9.0,0.0,88.0,3.5,1015.5,Heavy snow,2019-01-31 09:00:00,2019-01-31 07:00:00,C-6ea51d66,C-b5ff31cd,122.66,2.45,5.0,12.0,Partly cloudy,0.0,50.0,6.0,1025.0,-4.0,13.0,Partly cloudy,0.0,49.0,6.0,1023.0,2243.5,0.0,10.0,3000.0,22.0,diesel,c61f363d-6,Shawn Johnson,male,49.0,2.0,conservative,2.0,28641704.0,47.86,0,747
29498159,R-4102a807,2019-02-10 07:00:00,2019-02-11 19:31:48,1,60.0,6.375,0.0,68.5,6.0,1017.25,Partly cloudy,2019-02-11 20:00:00,2019-02-10 07:00:00,C-3dbd8b2e,C-b5282c3b,1826.48,36.53,28.0,4.0,Partly cloudy,0.0,79.0,6.0,1014.0,27.0,6.0,Blowing snow,0.0,85.0,3.0,1021.0,1898.7058823529412,0.0,8.0,10000.0,24.0,diesel,222bb314-6,Mike David,male,42.0,1.0,proactive,4.0,29498159.0,58.16,1,748
14902476,R-95318d66,2019-01-07 07:00:00,2019-01-07 15:09:36,0,71.66666666666667,12.0,0.0,59.333333333333336,6.0,1012.6666666666666,Sunny,2019-01-07 15:00:00,2019-01-07 07:00:00,C-6df8beaf,C-c4565ee8,408.0,8.16,52.0,9.0,Overcast,0.0,89.0,6.0,1005.0,52.0,13.0,Light drizzle,0.0,67.0,1.0,1011.0,2227.8333333333335,0.0,8.0,3000.0,26.0,diesel,347ecab4-9,Randy Brown,male,55.0,12.0,conservative,4.0,14902476.0,33.15,0,749
25691185,R-7484ffad,2019-02-02 07:00:00,2019-02-03 21:22:48,0,23.875,5.625,0.0,89.0,3.875,1023.0,Partly cloudy,2019-02-03 21:00:00,2019-02-02 07:00:00,C-c92599e2,C-ef47bdcd,1918.91,38.38,70.0,2.0,Mist,0.0,90.0,3.0,1016.0,34.0,14.0,Clear,0.0,63.0,6.0,1004.0,1964.1538461538462,0.0,8.0,10000.0,27.0,diesel,e2b9ce55-5,Jason Lewis,male,51.0,21.0,conservative,8.0,25691185.0,48.99,1,750
16290844,R-e341978f,2019-01-28 07:00:00,2019-01-29 01:35:24,1,55.0,10.2,0.0,58.2,6.0,1024.6,Clear,2019-01-29 02:00:00,2019-01-28 07:00:00,C-56b68559,C-6ea51d66,929.44,18.59,9.0,11.0,Heavy snow,0.0,93.0,1.0,1008.0,28.0,7.0,Partly cloudy,0.0,57.0,6.0,1018.0,454.8421052631579,0.0,12.0,3000.0,22.0,diesel,85ab8007-b,Dillon Cruz,male,48.0,13.0,conservative,6.0,16290844.0,54.29,1,751
14262671,R-a30afb3a,2019-01-01 07:00:00,2019-01-02 01:16:48,0,77.2,2.2,0.0,42.2,6.0,1019.2,Sunny,2019-01-02 01:00:00,2019-01-01 07:00:00,C-01660979,C-56b68559,913.89,18.28,55.0,13.0,Patchy rain possible,0.0,78.0,6.0,1006.0,12.0,6.0,Clear,0.0,77.0,6.0,1027.0,2114.235294117647,0.0,12.0,15000.0,23.0,gas,cafc12ae-5,William Smith,male,47.0,13.0,conservative,4.0,14262671.0,36.52,1,752
64144761,R-1d7b758f,2019-02-03 07:00:00,2019-02-03 08:03:36,0,67.0,7.0,0.0,76.5,6.0,1013.0,Clear,2019-02-03 08:00:00,2019-02-03 07:00:00,C-b5ff31cd,C-40a81eb1,53.19,1.06,28.0,4.0,Sunny,0.0,86.0,6.0,1021.0,36.0,1.0,Sunny,0.0,71.0,6.0,1022.0,2391.5,0.0,10.0,10000.0,25.0,diesel,b0cbb9c9-1,Jordan Mcdonald,male,49.0,6.0,proactive,8.0,64144761.0,57.92,0,753
30742689,R-6ba9470d,2019-01-13 07:00:00,2019-01-13 11:17:23,0,63.0,4.5,0.0,49.5,6.0,1011.5,Light rain,2019-01-13 11:00:00,2019-01-13 07:00:00,C-e5bfb4e5,C-a9f2c329,214.41,4.29,21.0,4.0,Light snow,0.0,87.0,6.0,1034.0,28.0,6.0,Cloudy,0.0,89.0,6.0,1031.0,2313.8,0.0,12.0,3000.0,25.0,diesel,708e317f-1,Kevin Harvey,male,52.0,21.0,proactive,4.0,30742689.0,60.99,0,754
29336991,R-eed36b2e,2019-01-26 07:00:00,2019-01-27 10:56:24,0,53.25,6.75,0.0,77.75,6.0,1004.5,Light rain,2019-01-27 11:00:00,2019-01-26 07:00:00,C-841ebdcb,C-451776b7,1396.83,27.94,55.0,7.0,Partly cloudy,0.0,69.0,6.0,1024.0,73.0,2.0,Sunny,0.0,31.0,6.0,1020.0,1819.642857142857,0.0,9.0,3000.0,16.0,gas,43ec05d5-e,Scott Peters II,male,47.0,1.0,proactive,4.0,29336991.0,57.71,1,755
74499001,R-cff24950,2019-01-28 07:00:00,2019-01-28 22:13:12,0,61.0,8.0,0.0,50.75,6.0,1012.25,Clear,2019-01-28 22:00:00,2019-01-28 07:00:00,C-90e30162,C-d9e9d934,761.25,15.22,43.0,6.0,Sunny,0.0,89.0,6.0,1015.0,39.0,2.0,Clear,0.0,58.0,6.0,1018.0,2176.4,0.0,12.0,15000.0,21.0,gas,e866b94d-8,Sean Gilmore,male,47.0,7.0,conservative,7.0,74499001.0,39.22,0,756
73474297,R-dc408b6c,2019-01-04 07:00:00,2019-01-04 20:37:48,0,67.5,7.25,0.0,55.0,6.0,1011.25,Clear,2019-01-04 21:00:00,2019-01-04 07:00:00,C-90e30162,C-b25a09de,681.4,13.63,52.0,11.0,Moderate rain at times,0.0,89.0,6.0,1008.0,34.0,2.0,Light rain,0.0,95.0,6.0,1005.0,1985.5,0.0,12.0,10000.0,18.0,gas,1a1918c7-b,Shawn Dixon,male,50.0,12.0,conservative,4.0,73474297.0,37.65,0,757
30822651,R-58e9fd9c,2019-01-13 07:00:00,2019-01-14 02:00:00,1,54.0,9.0,0.0,79.0,5.0,1011.5,Overcast,2019-01-14 02:00:00,2019-01-13 07:00:00,C-7212cebe,C-6ea51d66,950.0,19.0,25.0,1.0,Partly cloudy,0.0,85.0,6.0,1033.0,25.0,11.0,Clear,0.0,61.0,6.0,1026.0,1974.2,0.0,9.0,4000.0,18.0,gas,8ff451b9-f,Kimberly Torres,female,55.0,24.0,conservative,9.0,30822651.0,54.19,1,758
11699550,R-38d1e82d,2019-01-01 07:00:00,2019-01-01 20:13:48,0,39.5,2.5,0.0,81.25,5.75,1023.0,Partly cloudy,2019-01-01 20:00:00,2019-01-01 07:00:00,C-a9f2c329,C-c7cacd1d,661.29,13.23,28.0,9.0,Moderate snow,0.0,84.0,3.0,1026.0,27.0,10.0,Partly cloudy,0.0,69.0,6.0,1025.0,1940.0,0.0,13.0,6000.0,22.0,diesel,c83501f9-b,Francis Robinson IV,male,48.0,12.0,conservative,8.0,11699550.0,48.17,0,759
11275725,R-9d8aaf42,2019-01-19 07:00:00,2019-01-19 17:41:24,0,50.666666666666664,10.666666666666666,0.0,82.33333333333333,6.0,1017.3333333333334,Sunny,2019-01-19 18:00:00,2019-01-19 07:00:00,C-ff8c0c3c,C-b5282c3b,534.55,10.69,19.0,17.0,Overcast,0.0,86.0,4.0,1021.0,16.0,11.0,Overcast,0.0,83.0,6.0,1021.0,1852.111111111111,0.0,9.0,3000.0,25.0,diesel,1c8970fa-f,Billy Garcia,male,53.0,20.0,proactive,7.0,11275725.0,62.51,0,760
21032614,R-74e25ce0,2019-01-11 07:00:00,2019-01-12 10:01:12,1,61.0,7.166666666666667,0.0,46.833333333333336,6.0,1008.3333333333334,Sunny,2019-01-12 10:00:00,2019-01-11 07:00:00,C-ff8c0c3c,C-451776b7,1351.18,27.02,37.0,6.0,Overcast,0.0,72.0,4.0,1022.0,59.0,4.0,Sunny,0.0,59.0,6.0,1017.0,876.3846153846154,0.0,11.0,10000.0,19.0,gas,3efa3a5b-e,Dylan Hunt,male,52.0,22.0,conservative,9.0,21032614.0,55.09,1,761
52057455,R-dc4a95bc,2019-01-16 07:00:00,2019-01-16 14:20:24,0,63.0,5.5,0.0,71.5,6.0,1012.0,Clear,2019-01-16 14:00:00,2019-01-16 07:00:00,C-03bb3e48,C-927ceb5e,366.88,7.34,-4.0,8.0,Mist,0.0,96.0,1.0,1033.0,28.0,9.0,Partly cloudy,0.0,83.0,6.0,1025.0,944.4,0.0,7.0,4000.0,24.0,diesel,47182424-f,Nicholas Rodriguez,male,50.0,18.0,proactive,4.0,52057455.0,60.31,0,762
18180423,R-36697959,2019-01-10 07:00:00,2019-01-10 12:44:24,0,62.666666666666664,3.6666666666666665,0.0,58.0,6.0,1012.6666666666666,Sunny,2019-01-10 13:00:00,2019-01-10 07:00:00,C-b5282c3b,C-a9f2c329,286.81,5.74,23.0,6.0,Light snow,0.0,73.0,6.0,1028.0,27.0,4.0,Sunny,0.0,40.0,6.0,1031.0,2224.8333333333335,0.0,12.0,10000.0,24.0,diesel,ff345c08-d,Eddie Richardson,male,47.0,19.0,proactive,9.0,18180423.0,60.59,0,763
33921946,R-24c815d8,2019-01-13 07:00:00,2019-01-13 09:09:00,0,60.0,8.5,0.0,65.0,6.0,1018.5,Cloudy,2019-01-13 09:00:00,2019-01-13 07:00:00,C-6df8beaf,C-fc66f0ab,107.5,2.15,28.0,6.0,Moderate snow,0.0,93.0,2.0,1028.0,25.0,4.0,Partly cloudy,0.0,91.0,6.0,1030.0,503.0,0.0,6.0,4000.0,27.0,diesel,3404787b-9,Samuel Glenn,male,45.0,16.0,conservative,7.0,33921946.0,36.3,0,764
57473533,R-ef8dd68d,2019-02-03 07:00:00,2019-02-04 05:19:12,1,46.2,4.6,0.0,57.6,6.0,1023.6,Clear,2019-02-04 05:00:00,2019-02-03 07:00:00,C-328bd8d3,C-ef47bdcd,1115.83,22.32,37.0,12.0,Partly cloudy,0.0,95.0,6.0,1018.0,28.0,12.0,Clear,0.0,56.0,6.0,1009.0,1772.6818181818182,0.0,8.0,3000.0,18.0,gas,fde76a0f-7,Dr. Chad Garza,male,40.0,5.0,proactive,3.0,57473533.0,64.71,1,765
19486564,R-74001f44,2019-02-09 07:00:00,2019-02-09 20:16:48,0,74.5,10.5,0.05,88.75,2.5,1017.0,Mist,2019-02-09 20:00:00,2019-02-09 07:00:00,C-9bbf5d8a,C-825b2625,664.12,13.28,37.0,6.0,Partly cloudy,0.0,38.0,6.0,1038.0,25.0,7.0,Partly cloudy,0.0,42.0,6.0,1038.0,2238.1428571428573,0.0,8.0,4000.0,17.0,gas,33468a5b-7,Gabriel Cox,male,45.0,10.0,proactive,3.0,19486564.0,56.59,0,766
20482428,R-0e0ac567,2019-02-03 07:00:00,2019-02-03 10:27:00,1,67.0,3.5,0.0,66.5,6.0,1015.0,Clear,2019-02-03 10:00:00,2019-02-03 07:00:00,C-594514f8,C-328bd8d3,172.74,3.45,37.0,9.0,Overcast,0.0,100.0,4.0,1014.0,39.0,11.0,Partly cloudy,0.0,100.0,6.0,1017.0,729.0,0.0,9.0,3000.0,24.0,diesel,9deada91-f,Samuel Lane,male,51.0,28.0,conservative,7.0,20482428.0,43.75,0,767
41797401,R-63cfd788,2019-01-22 07:00:00,2019-01-22 20:06:36,1,50.0,7.25,0.0,62.0,6.0,1020.25,Clear,2019-01-22 20:00:00,2019-01-22 07:00:00,C-2aaf0e1a,C-e5bfb4e5,655.51,13.11,7.0,2.0,Mist,0.0,86.0,3.0,1041.0,16.0,8.0,Cloudy,0.0,94.0,4.0,1018.0,2124.5714285714284,0.0,9.0,4000.0,19.0,gas,050367e3-6,Lucas Salazar,male,44.0,19.0,proactive,7.0,41797401.0,61.94,0,768
31562809,R-c448ec95,2019-01-19 07:00:00,2019-01-19 07:43:12,0,47.0,10.5,0.0,77.0,6.0,1010.5,Cloudy,2019-01-19 08:00:00,2019-01-19 07:00:00,C-2bd47dc5,C-6ea51d66,36.05,0.72,32.0,5.0,Partly cloudy,0.0,65.0,6.0,1024.0,32.0,7.0,Cloudy,0.0,67.0,6.0,1025.0,2364.0,0.0,6.0,20000.0,23.0,diesel,49fe8aed-8,Kurt Smith,male,42.0,13.0,proactive,8.0,31562809.0,63.74,0,769
32554054,R-745d907e,2019-02-12 07:00:00,2019-02-12 14:29:24,0,76.0,12.0,0.0,21.0,6.0,1013.0,Sunny,2019-02-12 14:00:00,2019-02-12 07:00:00,C-ff8c0c3c,C-7212cebe,374.28,7.49,28.0,9.0,Cloudy,0.0,82.0,6.0,1017.0,25.0,7.0,Blizzard,0.0,91.0,2.0,1008.0,2202.125,0.0,11.0,15000.0,16.0,gas,2e64cdc8-c,Joshua Romero,male,45.0,6.0,conservative,2.0,32554054.0,43.24,0,770
99981667,R-e9bf94ff,2019-01-01 07:00:00,2019-01-02 00:16:12,0,58.4,3.0,0.0,70.8,4.4,1016.4,Sunny,2019-01-02 00:00:00,2019-01-01 07:00:00,C-ef47bdcd,C-841ebdcb,863.47,17.27,0.0,3.0,Heavy snow,0.0,89.0,3.0,1034.0,61.0,14.0,Overcast,0.0,77.0,6.0,1021.0,2074.1666666666665,0.0,13.0,4000.0,14.0,gas,18bb0a33-b,Daniel Garcia,male,46.0,15.0,proactive,4.0,99981667.0,61.52,1,771
28085803,R-af4b19be,2019-01-19 07:00:00,2019-01-19 15:39:36,1,39.0,11.666666666666666,0.0,86.66666666666667,4.0,1011.3333333333334,Overcast,2019-01-19 16:00:00,2019-01-19 07:00:00,C-927ceb5e,C-84f378bb,433.01,8.66,16.0,14.0,Blizzard,0.0,89.0,1.0,1022.0,27.0,16.0,Partly cloudy,0.0,59.0,6.0,1027.0,1771.0,0.0,10.0,3000.0,13.0,gas,751a7853-5,Duane Keller,male,47.0,17.0,proactive,8.0,28085803.0,60.75,0,772
30973015,R-93bbd0a8,2019-01-07 07:00:00,2019-01-07 22:22:48,0,50.75,15.25,0.0,53.75,4.0,1004.5,Clear,2019-01-07 22:00:00,2019-01-07 07:00:00,C-d80a1e7d,C-b5ff31cd,768.78,15.38,46.0,6.0,Partly cloudy,0.0,85.0,6.0,1015.0,25.0,5.0,Cloudy,0.0,29.0,6.0,1028.0,1749.0714285714287,0.0,10.0,6000.0,16.0,gas,964924a7-7,Michele Cunningham,female,51.0,17.0,conservative,8.0,30973015.0,47.02,0,773
10633538,R-6717548a,2019-01-22 07:00:00,2019-01-22 11:36:00,0,53.0,14.0,0.0,24.0,6.0,1022.0,Light snow,2019-01-22 12:00:00,2019-01-22 07:00:00,C-b5282c3b,C-e5bfb4e5,229.76,4.6,12.0,11.0,Sunny,0.0,66.0,6.0,1029.0,18.0,6.0,Heavy snow,0.0,89.0,1.0,1020.0,2225.0,0.0,8.0,3000.0,21.0,diesel,ddf2137b-9,Robert Tucker,male,50.0,10.0,conservative,7.0,10633538.0,49.87,0,774
33788665,R-bfb1ad59,2019-02-09 07:00:00,2019-02-09 13:36:00,0,77.66666666666667,6.333333333333333,0.03333333333333333,71.33333333333333,4.666666666666667,1012.0,Moderate or heavy rain shower,2019-02-09 14:00:00,2019-02-09 07:00:00,C-e6dcda92,C-03bb3e48,330.15,6.6,10.0,14.0,Sunny,0.0,77.0,6.0,1041.0,1.0,11.0,Partly cloudy,0.0,88.0,6.0,1040.0,2220.0,0.0,7.0,10000.0,25.0,diesel,36cd9bf7-c,Ryan Clayton,male,48.0,10.0,conservative,7.0,33788665.0,47.36,0,775
57863670,R-ab869171,2019-02-03 07:00:00,2019-02-03 12:27:36,0,65.66666666666667,7.333333333333333,0.0,72.33333333333333,6.0,1017.0,Clear,2019-02-03 12:00:00,2019-02-03 07:00:00,C-56b68559,C-594514f8,272.9,5.46,37.0,6.0,Fog,0.0,100.0,0.0,1006.0,39.0,9.0,Light drizzle,0.0,99.0,1.0,1013.0,150.83333333333334,0.0,7.0,3000.0,17.0,gas,19eaa001-f,Wesley Rogers,male,52.0,31.0,proactive,7.0,57863670.0,60.2,0,776
98052326,R-c306447f,2019-02-05 07:00:00,2019-02-06 07:40:12,1,66.0,12.0,0.0,79.66666666666667,6.0,1009.0,Clear,2019-02-06 08:00:00,2019-02-05 07:00:00,C-5d86b887,C-419cd14c,1233.32,24.67,46.0,4.0,Cloudy,0.0,84.0,6.0,1016.0,70.0,5.0,Overcast,0.0,93.0,6.0,1014.0,1717.5416666666667,0.0,10.0,6000.0,27.0,diesel,ef5c69e8-5,Travis Lawrence,male,52.0,25.0,conservative,7.0,98052326.0,48.11,1,777
32668232,R-57a9c391,2019-01-04 07:00:00,2019-01-04 22:54:36,1,82.75,8.25,0.0,67.0,6.0,1018.0,Sunny,2019-01-04 23:00:00,2019-01-04 07:00:00,C-841ebdcb,C-6df8beaf,795.73,15.91,48.0,6.0,Sunny,0.0,76.0,6.0,1018.0,37.0,7.0,Clear,0.0,89.0,6.0,1011.0,2210.0,0.0,11.0,6000.0,20.0,gas,93c4a4c3-7,James Horn,male,46.0,7.0,conservative,2.0,32668232.0,49.34,0,778
27188149,R-c178dc99,2019-02-09 07:00:00,2019-02-10 05:03:36,1,68.2,8.4,0.02,90.8,3.8,1010.2,Moderate or heavy rain shower,2019-02-10 05:00:00,2019-02-09 07:00:00,C-e6dcda92,C-d9e9d934,1103.1,22.06,10.0,14.0,Sunny,0.0,77.0,6.0,1041.0,34.0,4.0,Clear,0.0,54.0,6.0,1040.0,1896.4347826086957,0.0,7.0,3000.0,23.0,diesel,8df318b0-4,Christopher Smith,male,41.0,1.0,conservative,3.0,27188149.0,50.48,1,779
24445769,R-96addd8d,2019-01-17 07:00:00,2019-01-18 21:42:36,0,38.25,8.125,0.0,90.75,6.0,1021.375,Cloudy,2019-01-18 22:00:00,2019-01-17 07:00:00,C-c92599e2,C-6ea51d66,1935.67,38.71,73.0,3.0,Moderate or heavy rain shower,0.0,91.0,5.0,1020.0,34.0,5.0,Clear,0.0,76.0,6.0,1022.0,1889.972972972973,0.0,14.0,6000.0,22.0,diesel,2153743e-5,William Crawford,male,53.0,29.0,proactive,9.0,24445769.0,57.59,1,780
17407709,R-71152224,2019-01-07 07:00:00,2019-01-07 22:45:36,0,66.5,5.75,0.0,68.0,6.0,1009.25,Partly cloudy,2019-01-07 23:00:00,2019-01-07 07:00:00,C-927ceb5e,C-5d86b887,788.25,15.76,50.0,11.0,Heavy rain,0.1,93.0,4.0,1002.0,39.0,7.0,Light rain,0.0,75.0,6.0,1024.0,2237.8,0.0,13.0,15000.0,18.0,gas,a539bc8d-0,Randall Kirk,male,46.0,4.0,conservative,3.0,17407709.0,57.31,0,781
88231513,R-8ba4242b,2019-01-10 07:00:00,2019-01-10 21:24:00,1,75.0,1.75,0.0,61.5,6.0,1018.0,Clear,2019-01-10 21:00:00,2019-01-10 07:00:00,C-2aaf0e1a,C-56b68559,720.24,14.4,27.0,14.0,Blizzard,0.0,60.0,2.0,1015.0,21.0,4.0,Clear,0.0,57.0,6.0,1028.0,2099.846153846154,0.0,6.0,3000.0,17.0,gas,9e0b82cf-e,David Morales DVM,male,48.0,12.0,conservative,6.0,88231513.0,39.22,0,782
10180743,R-2936ed04,2019-02-10 07:00:00,2019-02-11 15:11:24,1,53.142857142857146,8.285714285714286,0.0,57.142857142857146,6.0,1014.1428571428571,Partly cloudy,2019-02-11 15:00:00,2019-02-10 07:00:00,C-a9f2c329,C-3dbd8b2e,1609.6,32.19,23.0,8.0,Overcast,0.0,68.0,6.0,1030.0,41.0,17.0,Heavy rain,0.2,93.0,3.0,1008.0,1355.0,0.0,11.0,6000.0,26.0,diesel,ff7c750d-6,Randall Ross,male,45.0,5.0,proactive,8.0,10180743.0,58.69,1,783
49158022,R-9414b2f5,2019-02-06 07:00:00,2019-02-06 12:20:24,0,81.0,3.0,0.0,92.0,6.0,1016.0,Partly cloudy,2019-02-06 12:00:00,2019-02-06 07:00:00,C-6df8beaf,C-e6dcda92,267.0,5.34,27.0,7.0,Patchy freezing drizzle possible,0.0,83.0,6.0,1016.0,21.0,7.0,Partly cloudy,0.0,53.0,6.0,1018.0,2321.1666666666665,0.0,7.0,20000.0,21.0,diesel,d163f698-6,Jason Barnes,male,45.0,3.0,conservative,7.0,49158022.0,46.52,0,784
27867488,R-76fc375e,2019-02-03 07:00:00,2019-02-04 03:22:48,1,50.8,13.0,0.0,69.8,4.0,1016.0,Clear,2019-02-04 03:00:00,2019-02-03 07:00:00,C-419cd14c,C-c4565ee8,1019.19,20.38,61.0,4.0,Fog,0.0,96.0,1.0,1016.0,39.0,9.0,Clear,0.0,90.0,6.0,1015.0,1541.2631578947369,0.0,14.0,10000.0,22.0,diesel,82de7bb8-2,Clifford Carr,male,47.0,14.0,proactive,4.0,27867488.0,60.89,1,785
20067958,R-4e6c7c29,2019-02-09 07:00:00,2019-02-10 06:29:24,0,65.83333333333333,9.666666666666666,0.0,54.666666666666664,6.0,1013.1666666666666,Clear,2019-02-10 06:00:00,2019-02-09 07:00:00,C-2c9e75ef,C-451776b7,1174.26,23.49,27.0,8.0,Partly cloudy,0.0,44.0,6.0,1039.0,54.0,2.0,Light rain shower,0.0,65.0,6.0,1018.0,1703.6666666666667,0.0,11.0,3000.0,19.0,gas,0d9c0cc9-8,Dr. Wayne Clark,male,49.0,10.0,proactive,7.0,20067958.0,60.29,1,786
11244695,R-b3146c56,2019-01-26 07:00:00,2019-01-27 11:36:00,0,43.0,8.0,0.0,85.5,6.0,1009.5,Clear,2019-01-27 12:00:00,2019-01-26 07:00:00,C-419cd14c,C-2bd47dc5,1429.98,28.6,52.0,5.0,Partly cloudy,0.0,80.0,6.0,1024.0,45.0,11.0,Partly cloudy,0.0,47.0,6.0,1016.0,1871.4827586206898,0.0,13.0,8608.555286521389,15.0,gas,2a7f338d-3,David Rivera,male,52.0,21.0,proactive,7.0,11244695.0,61.53,1,787
28641239,R-4870585f,2019-01-19 07:00:00,2019-01-19 20:25:12,0,46.25,3.25,0.0,71.0,6.0,1023.25,Partly cloudy,2019-01-19 20:00:00,2019-01-19 07:00:00,C-ff8c0c3c,C-841ebdcb,670.85,13.42,19.0,17.0,Overcast,0.0,86.0,4.0,1021.0,46.0,19.0,Clear,0.0,59.0,6.0,1023.0,2033.8461538461538,0.0,10.0,8608.555286521389,21.0,diesel,d4d7b8df-0,Michael Rogers,male,38.0,4.0,conservative,8.0,28641239.0,44.35,0,788
33548280,R-01153564,2019-01-01 07:00:00,2019-01-02 23:37:48,0,55.0,11.5,0.0,56.25,6.0,1010.875,Clear,2019-01-03 00:00:00,2019-01-01 07:00:00,C-c92599e2,C-40a81eb1,2031.49,40.63,73.0,3.0,Sunny,0.0,79.0,6.0,1015.0,34.0,4.0,Partly cloudy,0.0,67.0,6.0,1021.0,2005.65,0.0,7.0,20000.0,13.0,gas,c643afdf-8,Thomas Smith,male,38.0,6.0,proactive,8.0,33548280.0,61.1,1,789
27381592,R-fe6d6bb4,2019-01-19 07:00:00,2019-01-19 13:21:36,0,38.0,10.666666666666666,0.0,66.33333333333333,6.0,1021.3333333333334,Sunny,2019-01-19 13:00:00,2019-01-19 07:00:00,C-6ea51d66,C-d9e9d934,318.08,6.36,32.0,6.0,Partly cloudy,0.0,71.0,6.0,1024.0,46.0,7.0,Cloudy,0.0,81.0,6.0,1018.0,2214.5714285714284,0.0,6.0,15000.0,14.0,gas,5a450fab-c,Robert Silva,male,44.0,11.0,conservative,8.0,27381592.0,43.81,0,790
18489180,R-a7dd3306,2019-01-07 07:00:00,2019-01-08 00:41:24,0,55.4,3.4,0.0,76.6,5.4,1017.0,Moderate or heavy rain shower,2019-01-08 01:00:00,2019-01-07 07:00:00,C-56e39a5e,C-841ebdcb,884.53,17.69,68.0,8.0,Sunny,0.0,78.0,6.0,1017.0,64.0,4.0,Partly cloudy,0.0,88.0,6.0,1020.0,2260.3529411764707,0.0,4.0,15000.0,20.0,gas,f0ed06ca-3,Kristina Brandt,female,55.0,23.0,proactive,9.0,18489180.0,60.11,1,791
24429827,R-2803a531,2019-01-25 07:00:00,2019-01-26 02:48:00,0,53.333333333333336,2.3333333333333335,0.0,84.66666666666667,6.0,1006.3333333333334,Patchy rain possible,2019-01-26 03:00:00,2019-01-25 07:00:00,C-84f378bb,C-b25a09de,989.85,19.8,21.0,8.0,Sunny,0.0,57.0,6.0,1030.0,14.0,5.0,Clear,0.0,61.0,6.0,1025.0,2002.55,0.0,10.0,8608.555286521389,16.0,gas,23ce5c81-1,Gregory Reese,male,47.0,18.0,conservative,9.0,24429827.0,44.65,1,792
32241370,R-d9f80fa7,2019-02-12 07:00:00,2019-02-12 11:48:36,0,31.0,6.5,0.0,88.0,5.5,1010.5,Light snow,2019-02-12 12:00:00,2019-02-12 07:00:00,C-d80a1e7d,C-b6e04c88,240.42,4.81,41.0,10.0,Overcast,0.0,99.0,4.0,1004.0,34.0,14.0,Blizzard,0.0,73.0,0.0,1013.0,973.6666666666666,0.0,11.0,3000.0,20.0,diesel,0c5b1374-e,Kyle Vega,male,56.0,13.0,proactive,4.0,32241370.0,59.0,0,793
29884530,R-8d7a7fb2,2019-01-11 07:00:00,2019-01-12 13:51:36,1,36.857142857142854,10.714285714285714,0.0,63.0,6.0,1019.0,Clear,2019-01-12 14:00:00,2019-01-11 07:00:00,C-927ceb5e,C-451776b7,1543.01,30.86,23.0,4.0,Sunny,0.0,61.0,6.0,1027.0,63.0,4.0,Sunny,0.0,54.0,6.0,1017.0,1322.7,0.0,9.0,4000.0,17.0,gas,afe56caa-1,Gerald Ramos,male,50.0,8.0,conservative,8.0,29884530.0,48.74,1,794
